,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,16,23,3,2,3,4,2,4,6,14,82,9
C#,13,46,45,40,43,2,40,2,17,33,1,64
D,5,67,56,7,37,7,8,11,9,25,1,27
D#,21,22,10,11,58,7,18,1,8,5,2,15
E,11,43,35,48,116,18,64,12,26,65,10,25
F,87,4,6,7,17,17,21,7,3,4,1,6
F#,6,14,16,12,43,16,44,9,62,58,2,65
G,10,4,6,21,24,3,13,11,12,6,2,3
G#,4,31,12,6,28,4,52,10,39,74,17,29
A,10,23,42,11,32,5,55,9,82,63,11,70
A#,6,4,1,2,4,12,4,1,5,3,2,37
B,5,65,28,11,69,10,25,17,37,63,20,100
