,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,31,29,24,30,3,46,14,9,17,40,27,1
C#,32,43,15,19,14,64,23,6,64,7,102,2
D,6,1,7,3,61,14,6,3,1,1,21,24
D#,43,34,3,15,8,25,14,3,17,10,34,6
E,10,3,7,1,7,7,8,4,3,6,27,1
F,64,153,1,46,20,175,46,4,22,14,45,13
F#,23,25,5,44,6,66,39,4,6,3,11,2
G,6,4,1,1,8,3,1,2,11,4,3,1
G#,10,24,1,13,5,48,39,8,55,6,12,5
A,8,3,1,13,1,46,5,24,7,26,28,11
A#,20,57,1,12,13,109,33,6,18,23,73,11
B,12,6,6,1,1,6,1,5,5,16,3,2
