,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,216,9,35,151,24,61,13,48,67,72,101,15
C#,26,37,12,47,24,7,49,6,7,26,5,5
D,35,19,174,48,14,47,7,61,18,9,49,19
D#,155,48,54,325,10,63,12,83,35,33,57,11
E,24,29,19,3,97,30,3,52,12,12,15,6
F,59,7,46,79,26,172,24,53,63,14,48,20
F#,10,1,3,12,13,5,58,22,9,5,9,3
G,67,11,43,81,54,79,16,242,89,32,95,17
G#,68,4,23,27,8,67,2,111,127,13,33,18
A,75,24,13,24,16,25,1,26,6,89,31,7
A#,65,12,45,81,21,41,4,97,56,20,185,17
B,12,1,34,8,5,14,29,24,12,12,16,42
