,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,91,20,24,51,100,66,6,53,13,50,8,12
C#,6,60,15,21,45,22,9,11,41,18,6,18
D,18,15,41,7,55,41,17,31,12,31,2,22
D#,18,12,4,91,13,9,24,37,45,35,19,11
E,28,15,30,9,164,22,36,70,83,110,14,55
F,54,3,6,1,17,61,3,7,36,95,55,10
F#,10,3,15,2,21,6,15,3,12,35,4,12
G,24,24,22,9,26,44,3,86,15,38,73,36
G#,23,27,18,24,16,8,6,1,28,18,24,146
A,175,54,45,10,79,40,15,27,15,148,6,24
A#,33,42,20,40,4,15,6,25,15,10,16,3
B,18,21,52,30,86,18,3,25,36,49,2,39
