,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,124,3,34,16,101,78,24,37,9,104,45,25
C#,3,11,4,6,21,4,3,18,7,13,17,5
D,36,5,71,18,50,68,8,42,19,52,35,30
D#,27,14,13,65,12,8,18,13,21,24,18,23
E,92,12,46,16,134,63,5,27,18,78,31,33
F,87,7,71,10,40,91,5,17,24,88,33,33
F#,20,4,10,17,5,7,21,10,7,25,9,11
G,24,13,32,19,27,25,7,84,3,31,28,23
G#,11,6,21,16,19,16,8,5,19,11,5,38
A,118,15,51,26,83,91,23,23,14,139,15,39
A#,36,15,48,11,26,24,14,31,9,26,51,6
B,21,7,33,36,37,32,10,9,25,46,10,55
