,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,8,2,5,17,14,2,13,2,6,7,4,15
C#,3,8,3,9,28,5,27,6,7,17,11,28
D,3,2,6,1,12,13,1,3,7,1,1,9
D#,13,16,2,17,21,2,23,1,16,16,5,28
E,21,27,7,28,50,1,49,11,35,23,16,50
F,8,1,7,1,6,4,2,1,11,2,7,3
F#,13,9,8,23,54,3,28,1,27,26,17,32
G,2,6,4,1,16,1,5,4,1,3,6,4
G#,4,21,2,15,32,4,19,2,37,15,10,56
A,16,13,2,15,20,1,23,3,19,22,15,31
A#,7,16,1,2,16,6,16,4,3,5,10,7
B,5,26,16,31,49,7,35,11,48,28,7,100
