,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,215,49,21,119,34,90,12,61,148,19,63,23
C#,53,153,5,46,17,63,30,28,94,2,76,12
D,16,2,52,24,1,37,21,24,39,3,28,54
D#,117,53,19,287,2,71,23,85,145,8,67,21
E,35,14,1,1,20,13,1,37,13,3,14,4
F,93,65,35,74,12,147,11,36,88,11,73,18
F#,20,23,2,21,2,10,28,6,20,4,13,7
G,69,51,25,79,36,33,4,112,30,6,60,18
G#,164,68,31,129,11,107,27,40,201,9,49,24
A,19,2,2,11,2,17,2,4,3,10,8,1
A#,41,87,29,83,13,55,9,72,50,5,149,9
B,12,12,58,24,2,19,9,18,29,1,2,37
