,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,1,4,13,3,9,1,1,2,1,4,26,49
C#,1,1,5,2,2,1,32,7,15,1,1,2
D,37,3,4,1,25,7,1,5,1,2,6,3
D#,2,1,19,1,5,3,1,3,51,6,1,2
E,5,1,44,3,12,10,9,8,3,18,7,8
F,21,1,22,8,27,6,1,6,1,1,7,2
F#,2,41,1,1,17,1,3,14,1,4,2,2
G,5,1,1,4,6,19,22,3,6,8,1,1
G#,1,1,7,43,1,1,1,1,1,17,15,4
A,9,1,7,2,9,22,1,29,11,4,23,23
A#,20,7,1,3,3,10,1,8,11,28,3,1
B,22,5,15,2,7,1,2,4,2,37,1,1
