,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,57,4,2,7,8,26,16,3,15,20,21,10
C#,8,55,8,17,6,36,27,2,40,7,67,27
D,3,10,20,26,7,14,14,6,8,2,55,37
D#,24,34,29,323,8,70,76,20,136,22,188,253
E,8,14,20,21,36,25,3,17,5,26,1,33
F,34,53,50,119,37,201,26,2,8,6,37,141
F#,10,26,13,149,3,56,43,14,30,8,50,39
G,12,28,8,31,5,7,6,14,19,2,2,1
G#,4,41,10,212,10,152,28,8,49,2,21,30
A,18,4,10,31,5,15,4,12,10,16,31,23
A#,8,16,19,126,13,60,150,41,38,16,119,55
B,5,35,26,101,35,58,34,6,228,56,69,115
