,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,10,67,6,10,2,9,2,2,15,1,10,2
C#,1,2,129,2,2,87,6,4,1,78,118,36
D,5,1,12,5,393,23,1,8,11,253,20,2
D#,18,2,11,30,2,4,2,30,13,5,40,4
E,1,2,467,1,1,2,134,4,189,232,166,196
F,6,40,15,17,330,17,47,15,21,3,24,2
F#,133,3,191,3,109,2,4,2,25,2,3,65
G,7,2,6,40,1,10,2,33,11,389,35,1
G#,16,1,8,4,1,31,20,17,15,124,20,4
A,1,82,281,4,228,3,425,2,3,4,1,284
A#,4,2,24,40,3,18,5,30,25,3,34,2
B,493,58,6,4,210,1,70,1,2,310,3,2
