,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,38,10,17,50,21,17,22,22,24,22,17,24
C#,14,72,35,19,49,15,60,22,21,23,44,41
D,17,20,83,21,30,10,66,34,15,29,35,66
D#,46,19,20,47,20,15,41,38,42,17,32,57
E,17,46,24,17,74,11,65,58,22,21,44,67
F,14,13,16,25,19,21,17,8,19,7,16,12
F#,34,71,60,56,57,11,130,46,19,36,41,107
G,24,34,45,29,66,18,31,95,15,18,43,67
G#,24,28,16,28,24,21,27,20,38,10,24,27
A,14,15,23,27,19,9,33,28,10,40,13,25
A#,13,44,29,36,30,19,53,48,30,8,41,27
B,29,43,58,39,57,20,122,67,32,25,28,136
