,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,99,53,23,13,3,13,16,156,43,5,7,23
C#,27,334,42,47,75,40,145,6,77,194,58,105
D,15,85,141,20,52,11,45,5,45,64,21,65
D#,25,59,15,89,41,34,38,3,27,31,8,37
E,2,102,41,29,115,51,28,9,57,117,7,54
F,7,75,25,13,24,221,55,36,16,52,20,41
F#,22,187,37,71,62,56,311,10,111,96,6,62
G,136,8,2,3,10,11,12,66,34,15,9,14
G#,39,42,71,38,85,24,108,21,254,92,16,72
A,20,106,95,25,82,42,181,11,91,306,8,66
A#,22,32,5,12,9,30,10,5,8,3,40,13
B,20,67,50,47,54,52,82,12,100,58,10,153
