,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,4,1,193,10,49,3,18,5,3,4,31
C#,4,28,4,127,2,102,3,20,90,3,3,8
D,7,4,27,33,3,263,4,11,28,5,1,15
D#,146,141,39,348,3,1,279,19,2,8,130,5
E,10,3,11,1,17,5,11,20,1,4,36,23
F,47,36,12,105,6,8,12,4,302,18,200,1
F#,2,2,4,100,14,12,1,10,28,27,5,1
G,25,3,15,16,23,4,15,10,2,2,3,12
G#,2,1,1,88,3,66,1,2,111,4,4,1
A,15,4,1,4,14,6,6,16,2,3,2,19
A#,60,6,1,1,9,82,6,115,7,3,560,6
B,14,6,12,16,9,1,16,17,2,24,8,21
