,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,103,3,17,5,52,23,2,29,132,32,15,15
C#,1,31,39,315,41,8,5,5,5,27,9,54
D,17,48,112,3,38,64,65,24,11,54,64,26
D#,1,2,3,27,1,4,8,100,563,4,2,87
E,49,22,35,2,85,19,26,81,23,68,18,34
F,20,6,76,4,21,64,1,15,11,26,31,15
F#,3,7,64,4,12,4,38,24,8,72,2,15
G,26,9,16,31,88,17,15,83,7,37,14,23
G#,1,10,13,294,14,17,6,5,25,26,4,10
A,42,40,75,4,58,16,79,32,17,308,13,43
A#,13,16,47,2,9,44,61,16,14,11,23,2
B,20,31,29,1,43,10,8,21,10,62,2,35
