,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,115,4,40,102,45,32,4,53,38,13,20,7
C#,7,26,1,12,13,15,12,3,11,4,17,1
D,14,2,22,20,7,64,6,73,5,2,20,12
D#,39,19,13,142,3,49,74,94,79,16,41,22
E,18,7,9,5,17,7,4,34,15,5,10,1
F,20,14,28,26,8,37,8,25,42,19,46,6
F#,8,2,3,29,2,8,17,10,7,16,48,28
G,111,1,33,49,17,22,9,132,15,17,66,24
G#,77,19,9,18,6,23,12,27,82,3,11,28
A,40,13,12,8,2,5,8,7,1,32,9,4
A#,17,20,56,119,3,15,14,28,11,5,101,2
B,7,3,22,61,11,2,8,9,7,3,2,26
