,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,146,12,54,149,9,77,22,56,84,87,101,21
C#,12,65,11,18,3,13,12,16,39,4,30,1
D,49,3,87,46,10,66,21,62,22,46,79,10
D#,139,26,36,329,16,102,173,84,105,77,93,34
E,12,11,4,7,19,15,3,11,5,13,15,4
F,93,20,64,117,8,157,17,41,46,66,94,24
F#,53,7,17,153,1,8,190,26,4,45,22,13
G,76,18,44,81,13,58,20,127,26,37,78,18
G#,77,27,31,88,5,61,7,34,108,15,37,13
A,79,7,44,97,10,76,40,34,16,63,36,21
A#,54,27,87,109,23,96,26,83,35,53,186,6
B,28,1,22,20,2,18,8,22,13,17,14,17
