,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,127,19,43,11,25,75,7,32,5,30,66,73
C#,22,35,31,9,21,7,4,2,7,8,7,22
D,104,45,71,22,68,36,16,38,7,13,20,27
D#,18,20,40,34,20,10,21,4,5,3,5,10
E,24,6,109,26,74,80,18,22,9,31,9,11
F,41,6,55,27,103,109,22,47,5,33,53,8
F#,1,6,13,8,33,26,23,30,6,26,4,18
G,60,2,12,3,17,90,37,64,24,52,31,12
G#,3,4,3,9,4,4,19,16,26,38,9,18
A,29,6,45,10,23,43,15,96,41,77,40,34
A#,25,12,22,12,7,19,8,41,17,96,62,15
B,59,7,23,19,23,11,4,12,8,52,30,51
