,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,19,11,34,3,8,7,3,15,1,27,11,60
C#,6,103,89,7,96,2,40,20,22,51,16,57
D,69,124,187,3,47,8,79,71,5,66,9,89
D#,3,5,3,5,10,131,10,4,6,2,2,4
E,24,87,92,9,79,12,56,53,15,52,4,33
F,2,6,5,2,16,16,10,35,11,1,112,5
F#,11,41,92,14,75,13,99,63,24,64,8,27
G,16,20,61,5,63,33,95,110,6,95,12,25
G#,52,19,11,1,33,9,17,7,28,30,2,6
A,21,47,124,52,50,4,67,126,21,292,5,28
A#,12,10,3,3,2,1,15,13,1,8,7,12
B,16,36,57,2,37,4,40,23,23,97,11,40
