,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,2,32,106,13,8,8,4,3,4,2,4,5
C#,18,29,64,71,19,20,37,1,26,14,29,60
D,3,32,31,5,7,5,21,16,5,9,26,40
D#,10,39,1,9,63,3,32,15,27,3,13,34
E,2,18,10,24,42,6,49,5,48,11,13,34
F,1,7,21,5,6,2,37,18,18,1,6,22
F#,6,54,8,20,32,24,53,20,42,40,58,64
G,30,3,12,2,11,1,19,12,2,9,1,19
G#,12,39,4,21,21,16,37,6,14,19,18,47
A,2,24,16,4,9,6,21,13,20,13,5,15
A#,18,30,2,19,15,4,41,1,28,16,6,32
B,8,80,26,56,29,24,70,13,20,21,25,90
