,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,16,3,31,6,18,10,5,91,1,45,6,13
C#,3,5,4,1,3,7,1,1,2,26,4,13
D,53,4,48,4,14,12,55,91,4,111,31,73
D#,9,1,6,12,6,1,4,15,2,6,6,9
E,72,10,10,4,36,3,19,102,4,12,1,28
F,4,3,22,1,3,15,1,16,3,3,3,9
F#,14,2,80,9,10,1,10,11,1,31,8,3
G,32,2,111,18,161,24,12,173,1,33,16,51
G#,8,6,1,7,6,4,8,1,3,2,3,3
A,14,24,104,2,18,10,49,22,4,34,2,33
A#,42,2,17,12,1,3,2,25,9,5,15,3
B,17,15,59,6,7,14,15,83,6,15,11,53
