,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,15,18,13,17,11,13,13,23,15,14,15,18
C#,13,54,38,31,55,20,56,32,53,40,59,53
D,14,33,40,21,34,31,40,24,18,44,20,48
D#,13,35,20,46,34,15,60,22,30,9,40,41
E,17,75,47,28,52,19,51,43,15,42,37,53
F,19,31,20,12,21,33,24,11,33,14,20,27
F#,9,77,28,67,63,25,138,33,49,48,37,74
G,20,31,29,20,60,20,34,39,18,24,42,21
G#,14,40,25,33,25,37,56,19,49,17,46,34
A,14,30,40,11,34,18,37,42,19,70,25,45
A#,20,33,27,30,50,20,53,30,55,26,52,32
B,17,47,40,49,40,14,86,39,41,37,35,77
