,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,21,32,4,76,386,19,2,1,97,92,25,8
C#,14,69,3,13,1,46,27,29,59,2,80,9
D,104,5,8,22,78,20,3,1,26,234,48,29
D#,52,43,47,137,13,50,56,103,148,8,100,3
E,4,40,139,7,16,32,2,385,6,144,1,53
F,1,48,29,82,7,131,14,46,103,4,57,15
F#,9,30,6,49,8,15,16,7,31,1,31,4
G,3,36,5,101,6,29,5,43,70,106,66,5
G#,152,44,18,145,7,115,20,38,103,16,61,55
A,3,122,205,4,139,6,2,141,8,9,16,67
A#,24,25,35,107,10,66,56,92,72,8,191,8
B,2,20,7,17,67,8,4,10,51,72,17,25
