,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,148,23,44,91,22,33,23,70,27,52,98,6
C#,9,25,37,16,13,3,18,14,4,29,24,21
D,82,22,217,49,22,64,59,160,14,50,119,24
D#,91,26,46,94,20,15,17,63,3,25,38,5
E,13,7,19,7,47,25,2,39,2,20,21,5
F,35,10,46,38,10,99,18,34,24,14,43,15
F#,34,10,65,30,3,6,50,45,24,57,17,2
G,64,20,129,57,21,54,48,219,14,52,128,32
G#,17,2,15,6,5,23,4,26,53,10,8,9
A,60,12,65,8,27,12,50,72,2,121,39,2
A#,59,34,171,43,11,39,30,76,26,33,151,16
B,25,1,29,4,6,13,24,19,9,7,3,64
