,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,12,9,7,32,3,3,9,2,13,9,14,4
C#,12,173,8,51,35,69,196,2,39,63,112,38
D,3,21,20,1,8,10,43,2,16,20,10,16
D#,16,68,2,32,4,15,42,2,38,3,10,51
E,7,24,23,1,17,3,12,12,6,35,2,6
F,1,47,14,3,18,51,50,4,56,15,9,34
F#,6,187,24,60,20,44,177,1,69,50,97,35
G,2,7,3,12,25,6,4,6,4,6,4,1
G#,37,40,16,27,6,37,88,2,75,119,17,53
A,5,86,19,4,31,3,38,4,136,59,11,34
A#,20,99,9,26,7,12,81,15,12,8,35,11
B,3,44,25,34,5,37,31,2,53,42,7,23
