,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,1,5,10,2,26,22,12,12,38,1,14,3
C#,9,24,24,27,104,3,4,11,27,15,2,15
D,5,30,101,1,26,2,151,65,20,41,10,5
D#,33,28,3,1,1,11,16,2,31,12,12,10
E,18,28,30,7,43,3,13,51,19,109,23,15
F,16,19,14,1,5,2,3,9,30,4,1,7
F#,2,4,35,1,10,2,19,4,10,161,8,12
G,16,21,24,1,6,6,2,15,11,51,29,30
G#,42,4,4,45,27,24,6,12,55,6,23,5
A,11,83,166,3,87,1,39,19,3,95,1,4
A#,17,3,26,21,3,11,2,13,17,5,9,1
B,3,5,13,10,31,11,2,3,24,21,2,28
