,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,20,9,4,10,6,20,1,18,14,2,18,7
C#,9,9,2,5,2,12,2,3,9,3,10,9
D,3,2,1,2,53,13,1,3,2,8,3,2
D#,12,8,2,3,1,13,4,1,10,2,8,1
E,6,1,52,3,1,4,6,5,3,17,2,3
F,26,9,8,12,10,31,4,10,26,1,10,5
F#,2,1,2,5,5,4,2,1,4,2,1,3
G,16,2,3,4,19,8,3,6,10,2,9,3
G#,11,16,1,10,1,30,4,6,11,1,6,7
A,2,5,28,3,1,2,1,1,1,6,2,16
A#,13,9,5,9,2,10,4,7,10,3,17,2
B,10,6,4,1,2,5,1,6,3,22,5,20
